PEDU1,PEDU2,POCC1,POCC2,PSES1,PI1,PI2,PI3,PS1,PS2,PS3,PS4,DE1,DE2,SELD1,SELD2,SELD3,SELD4,SELD5,SIM1,SIM2,SIM3,SIM4,ANXI1,ANXI2,ANXI3,POSS1,POSS2,POSS3,TMP1,TMP2,TMP3,TMP4,TAC1,TAC2,TAC3,TAC4,CENV1,CU1,CU2,ARES1,ARES2,ARES3,SCORE
Illiteracy,Illiteracy,Farmer,Housewife,2,3,4,4,3,2,3,3,4,Moderate,< 2,> 4,5,1,5,3,3,3,3,2,4,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Maybe,HR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,2,3,3,3,3,3,3,3,Moderate,< 2,> 4,3,3,3,3,3,3,3,3,2,3,No,No,Yes,3,4,4,5,5,5,5,5,3,English,Irregular,Enough,Enough,Enough,NR
Elementary,Lower_Secondary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Moderate,< 2,Never,5,3,4,2,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,French,Fullday,Maybe,Enough,Not_enough,HR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Far,< 2,Never,5,2,4,2,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,French,Fullday,Maybe,Enough,Not_enough,HR
Elementary,Illiteracy,Farmer,Farmer,1,5,5,5,3,5,5,5,3,Far,< 2,Never,5,2,5,5,5,5,5,2,2,2,Yes,No,Yes,3,2,5,5,4,5,4,4,2,Khmer,Fullday,Not_enough,Enough,Not_enough,MR
Elementary,Illiteracy,Farmer,Housewife,2,3,5,5,3,3,2,2,3,Far,< 2,> 4,4,2,5,3,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,3,5,5,3,2,Khmer,One_Shift,Enough,Enough,Not_enough,LR
Upper_Secondary,Undergraduate,Business,Government_Officer,2,5,5,5,4,4,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,4,4,1,2,1,Yes,No,Yes,3,2,5,5,5,4,4,4,2,Khmer,One_Shift,Maybe,Not_enough,Enough,NR
Upper_Secondary,Undergraduate,Business,Government_Officer,2,5,5,5,4,4,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,4,4,1,2,1,Yes,No,Yes,3,2,5,5,5,4,4,4,2,Khmer,One_Shift,Maybe,Not_enough,Enough,NR
Elementary,Lower_Secondary,Others,Others,2,2,3,4,2,4,3,2,2,Far,< 2,> 4,2,3,2,5,4,4,3,3,3,2,Yes,No,Yes,3,2,4,4,3,5,4,4,2,Khmer,Irregular,Not_enough,Not_enough,Not_enough,LR
Lower_Secondary,Elementary,Farmer,Farmer,2,5,4,5,5,5,5,5,4,Moderate,< 2,> 4,4,2,5,5,5,5,5,4,5,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Not_enough,Not_enough,NR
Undergraduate,Lower_Secondary,Private_Sector,Housewife,3,3,4,4,3,2,4,4,4,Moderate,< 2,> 4,5,1,5,4,4,5,5,2,1,1,Yes,No,No,4,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Enough,Not_enough,NR
Elementary,Elementary,Farmer,Housewife,3,3,3,3,3,3,2,3,3,Far,< 2,< 2,3,2,3,3,3,3,4,3,3,2,Yes,No,Yes,4,2,4,4,3,4,4,3,3,Khmer,Irregular,Enough,Enough,Enough,NR
Lower_Secondary,Elementary,Government_Officer,Housewife,2,4,2,2,2,1,1,1,3,Moderate,< 2,2 to 4,2,1,2,1,2,4,4,4,5,2,Yes,No,No,3,2,2,4,4,5,4,3,2,Khmer,Irregular,Enough,Enough,Maybe,MR
Upper_Secondary,Elementary,Farmer,Farmer,2,5,5,5,5,5,5,5,4,Short,2 to 4,> 4,5,1,5,5,5,5,5,2,5,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Not_enough,Not_enough,NR
Undergraduate,Undergraduate,Government_Officer,Government_Officer,3,4,4,4,4,5,4,4,4,Moderate,< 2,> 4,3,3,4,3,4,4,4,3,3,3,Yes,Yes,Yes,4,2,4,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,HR
Elementary,Illiteracy,Farmer,Farmer,3,4,3,4,3,4,4,4,4,Moderate,< 2,> 4,4,1,4,5,5,5,5,1,5,4,Yes,No,Yes,5,1,5,4,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,NR
Upper_Secondary,Illiteracy,Government_Officer,Housewife,3,4,4,5,4,4,4,4,3,Moderate,< 2,> 4,3,3,3,4,4,4,5,3,5,2,Yes,No,Yes,4,1,5,4,5,5,5,4,2,Khmer,One_Shift,Not_enough,Not_enough,Not_enough,NR
Elementary,Elementary,Farmer,Housewife,2,5,4,5,5,4,3,4,4,Far,< 2,> 4,5,2,4,5,5,5,4,1,5,4,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,LR
Upper_Secondary,Lower_Secondary,Farmer,Housewife,2,4,5,5,4,5,5,4,3,Moderate,< 2,> 4,4,2,5,4,4,4,4,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,LR
Upper_Secondary,Lower_Secondary,Farmer,Housewife,2,3,5,5,3,3,5,5,4,Far,< 2,> 4,5,2,5,5,4,4,3,3,4,2,Yes,Yes,Yes,5,1,5,5,5,5,5,4,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Lower_Secondary,Illiteracy,Farmer,Farmer,2,3,5,5,3,5,5,5,3,Moderate,< 2,> 4,5,1,5,5,4,5,5,3,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Lower_Secondary,Illiteracy,Farmer,Farmer,2,3,5,5,3,5,5,5,3,Moderate,< 2,> 4,5,1,5,5,4,5,5,3,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Elementary,Elementary,Farmer,Farmer,1,5,2,5,1,4,5,4,5,Moderate,< 2,> 4,4,1,4,5,5,5,5,1,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,LR
Others,Others,Others,Business,2,5,3,5,3,5,5,3,2,Moderate,2 to 4,> 4,5,2,3,4,4,5,4,3,3,4,Yes,No,No,5,2,5,5,5,5,4,5,2,Others,Others,Enough,Enough,Maybe,NR
Elementary,Illiteracy,Farmer,Farmer,2,4,4,5,5,4,5,4,4,Moderate,< 2,< 2,3,2,2,1,4,4,5,1,4,4,Yes,No,Yes,5,1,5,5,5,5,4,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,MR
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,4,3,3,3,3,3,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,Yes,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,MR
Illiteracy,Elementary,Farmer,Farmer,2,3,4,5,3,4,4,4,3,Moderate,< 2,> 4,4,2,4,4,3,4,4,2,4,2,Yes,No,Yes,4,1,4,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,NR
Elementary,Lower_Secondary,Farmer,Housewife,3,3,4,4,3,3,3,4,3,Far,< 2,> 4,4,2,5,4,4,4,4,2,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Maybe,LR
Undergraduate,Upper_Secondary,Others,Housewife,2,4,3,5,4,3,4,4,4,Moderate,< 2,2 to 4,3,1,5,3,4,4,4,4,3,5,No,No,Yes,4,3,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,MR
Lower_Secondary,Elementary,Farmer,Housewife,2,3,5,5,4,5,5,4,4,Far,< 2,2 to 4,3,1,3,5,4,4,5,3,5,5,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Lower_Secondary,Elementary,Farmer,Farmer,2,3,5,5,3,4,5,5,4,Moderate,< 2,2 to 4,5,1,5,5,5,4,5,1,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,LR
Elementary,Elementary,Farmer,Farmer,2,5,5,5,2,3,5,5,5,Moderate,< 2,> 4,5,2,5,4,5,5,5,2,3,2,Yes,Yes,Yes,5,1,5,5,5,4,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,NR
Elementary,Illiteracy,Farmer,Farmer,2,3,5,5,3,3,5,5,2,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Elementary,Elementary,Farmer,Others,2,3,3,3,3,3,3,3,3,Moderate,2 to 4,> 4,3,3,3,3,4,3,4,3,3,3,Yes,No,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Maybe,HR
Elementary,Lower_Secondary,Farmer,Farmer,2,4,3,5,3,3,3,3,3,Moderate,< 2,> 4,3,3,3,3,4,4,4,3,3,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Maybe,LR
Undergraduate,Upper_Secondary,Business,Business,2,3,3,3,3,3,3,3,3,Far,< 2,< 2,3,2,3,2,5,3,4,5,5,5,No,No,No,3,3,3,3,3,4,4,4,2,Khmer,Fullday,Maybe,Maybe,Maybe,HR
Elementary,Elementary,Business,Housewife,2,3,3,5,2,5,3,2,3,Moderate,< 2,> 4,5,1,3,5,5,5,5,2,1,3,Yes,Yes,Yes,3,2,5,5,4,5,5,5,2,Khmer,One_Shift,Maybe,Not_enough,Maybe,NR
Graduate,Graduate,Government_Officer,Government_Officer,3,5,5,5,4,5,3,2,4,Far,< 2,> 4,4,1,4,3,4,4,3,3,3,5,Yes,No,Yes,5,1,3,4,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Not_enough,LR
Upper_Secondary,Elementary,Farmer,Farmer,2,3,5,5,4,4,3,3,3,Moderate,< 2,2 to 4,3,2,3,5,5,5,5,3,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,NR
Lower_Secondary,Illiteracy,Farmer,Housewife,2,5,5,5,5,5,3,2,5,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Enough,NR
Undergraduate,Lower_Secondary,Private_Sector,Private_Sector,2,4,4,5,3,3,3,4,4,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,2,2,2,Yes,No,Yes,4,1,5,5,5,5,3,5,2,Khmer,One_Shift,Enough,Enough,Not_enough,NR
Lower_Secondary,Elementary,Others,Housewife,2,3,4,4,3,4,4,4,3,Moderate,2 to 4,> 4,5,2,4,5,5,5,5,2,2,1,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,LR
Lower_Secondary,Upper_Secondary,Farmer,Farmer,2,3,3,3,3,3,3,3,3,Moderate,Never,> 4,3,3,3,3,3,3,3,3,4,3,Yes,No,Yes,3,3,3,4,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,LR
Lower_Secondary,Lower_Secondary,Private_Sector,Business,2,2,5,2,3,3,2,3,2,Moderate,2 to 4,> 4,3,3,5,5,5,4,5,4,5,5,Yes,Yes,Yes,3,4,5,4,5,4,4,5,2,Khmer,Fullday,Enough,Enough,Not_enough,LR
Illiteracy,Illiteracy,Unemployment,Others,2,2,3,3,2,3,2,5,3,Far,< 2,> 4,4,1,2,2,4,4,4,2,4,2,Yes,No,No,4,2,5,5,4,5,3,5,2,Khmer,One_Shift,Enough,Enough,Maybe,HR
Undergraduate,Elementary,Business,Housewife,2,3,5,5,2,2,5,1,4,Moderate,< 2,> 4,5,2,5,4,4,5,5,4,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,HR
Upper_Secondary,Elementary,Government_Officer,Others,2,1,5,3,3,5,3,5,3,Moderate,2 to 4,> 4,5,2,5,5,5,5,1,2,1,5,Yes,Yes,Yes,3,1,5,3,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,NR
Upper_Secondary,Upper_Secondary,Private_Sector,Business,2,4,5,5,4,5,5,5,5,Far,Never,> 4,2,3,3,1,4,4,5,3,4,5,Yes,Yes,Yes,5,1,5,5,5,5,2,5,2,Khmer,Irregular,Enough,Enough,Maybe,HR
Undergraduate,Elementary,Business,Housewife,2,3,5,5,2,2,5,1,4,Moderate,< 2,> 4,5,2,5,4,4,5,5,4,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,MR
Illiteracy,Illiteracy,Farmer,Housewife,1,4,2,5,3,4,3,5,3,Far,2 to 4,> 4,5,5,2,3,4,5,5,2,4,3,Yes,No,No,5,2,5,5,5,5,5,4,3,Khmer,One_Shift,Enough,Enough,Enough,HR
Upper_Secondary,Upper_Secondary,Farmer,Farmer,3,4,4,4,4,4,4,4,4,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,Yes,3,3,4,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,LR
Elementary,Illiteracy,Farmer,Farmer,2,3,4,4,3,2,2,3,2,Far,< 2,< 2,2,2,3,3,3,4,3,2,4,2,No,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,MR
Others,Elementary,Others,Private_Sector,2,3,3,4,3,4,3,3,3,Moderate,2 to 4,2 to 4,3,3,3,3,5,4,3,2,2,3,Yes,Yes,Yes,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Maybe,LR
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,2,5,5,5,3,3,5,5,5,Far,> 4,> 4,5,1,5,5,5,5,5,5,3,3,Yes,No,No,3,1,5,5,4,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,NR
Others,Upper_Secondary,Private_Sector,Private_Sector,2,3,3,5,3,3,5,4,3,Moderate,> 4,> 4,3,1,5,5,5,5,5,1,4,1,Yes,No,Yes,5,2,5,5,4,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,LR
Lower_Secondary,Elementary,Others,Housewife,2,2,4,3,4,3,2,5,3,Moderate,< 2,2 to 4,3,3,4,5,5,4,3,4,5,3,No,No,No,5,1,5,4,5,5,5,5,2,English,One_Shift,Enough,Enough,Enough,HR
Upper_Secondary,Elementary,Farmer,Farmer,2,4,4,5,5,4,5,5,5,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,1,2,1,Yes,No,Yes,5,1,5,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,HR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,3,5,5,5,2,3,5,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,NR
Elementary,Elementary,Farmer,Farmer,3,4,5,4,3,4,4,5,4,Moderate,< 2,> 4,4,2,4,5,5,5,5,1,4,1,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,NR
Elementary,Elementary,Others,Business,2,2,3,3,3,2,2,3,1,Moderate,> 4,> 4,3,1,5,5,3,5,4,2,2,2,Yes,No,Yes,4,2,5,5,5,5,5,5,1,Khmer,Irregular,Enough,Enough,Enough,NR
Elementary,Illiteracy,Farmer,Farmer,2,4,3,5,2,4,3,4,3,Moderate,< 2,> 4,4,2,4,4,4,4,5,4,4,2,Yes,Yes,Yes,4,1,4,5,5,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Not_enough,NR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,3,5,5,4,5,5,3,3,Moderate,2 to 4,> 4,5,2,4,4,4,5,5,2,2,2,Yes,No,Yes,5,2,5,5,5,5,4,5,2,Khmer,Irregular,Enough,Enough,Enough,LR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,2,4,2,3,5,Moderate,< 2,> 4,4,2,5,5,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Maybe,Not_enough,Maybe,NR
Lower_Secondary,Elementary,Business,Private_Sector,2,3,4,4,4,5,4,4,3,Moderate,< 2,2 to 4,5,1,4,4,5,5,4,2,3,3,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Maybe,NR
Elementary,Elementary,Business,Business,2,3,5,5,3,2,2,2,4,Far,2 to 4,> 4,4,2,5,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,LR
Lower_Secondary,Elementary,Business,Housewife,3,4,3,5,4,5,4,4,3,Moderate,< 2,> 4,4,4,5,2,5,5,5,4,2,5,Yes,No,Yes,5,5,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,HR
Others,Others,Farmer,Farmer,2,3,3,4,3,4,4,4,3,Moderate,< 2,< 2,2,3,3,3,5,5,4,2,5,2,Yes,Yes,Yes,4,1,4,5,4,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,HR
Upper_Secondary,Elementary,Farmer,Farmer,2,4,5,4,2,3,4,1,3,Far,Never,Never,2,2,5,3,3,5,4,3,3,1,Yes,No,Yes,5,1,4,5,4,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,HR
Lower_Secondary,Elementary,Farmer,Farmer,2,4,4,4,3,2,3,3,4,Far,< 2,< 2,3,2,3,4,4,4,4,2,3,3,Yes,No,Yes,5,1,5,5,5,4,4,5,3,Khmer,Irregular,Enough,Enough,Enough,MR
Undergraduate,Upper_Secondary,Government_Officer,Business,3,4,3,4,3,4,3,5,4,Short,Never,2 to 4,3,2,4,3,3,3,3,2,1,2,Yes,No,Yes,4,1,4,4,4,3,3,3,2,Khmer,Fullday,Enough,Enough,Maybe,MR
Upper_Secondary,Lower_Secondary,Government_Officer,Housewife,2,3,3,3,3,4,3,4,4,Moderate,< 2,> 4,5,4,5,4,4,5,5,1,1,3,No,No,Yes,4,4,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Maybe,LR
Undergraduate,Elementary,Others,Others,2,2,3,5,3,5,5,4,5,Moderate,Never,> 4,3,1,3,3,3,5,3,3,3,1,Yes,Yes,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,LR
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,3,5,5,2,2,4,4,3,Short,< 2,> 4,5,2,3,3,3,4,3,2,5,2,Yes,No,Yes,5,1,5,5,5,4,5,5,2,Khmer,One_Shift,Enough,Not_enough,Maybe,MR
Others,Others,Others,Others,2,4,4,5,4,4,5,3,3,Moderate,< 2,< 2,3,4,3,4,4,4,4,4,4,4,Yes,No,Yes,4,4,4,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,HR
Elementary,Elementary,Farmer,Farmer,3,3,5,4,3,3,3,4,3,Far,2 to 4,2 to 4,3,4,4,4,3,3,4,3,3,4,Yes,No,Yes,4,2,4,4,4,5,3,5,3,Khmer,Irregular,Enough,Enough,Enough,NR
Lower_Secondary,Elementary,Others,Housewife,2,4,4,4,4,4,4,4,5,Moderate,2 to 4,2 to 4,3,1,4,4,4,5,5,3,5,3,Yes,No,Yes,3,1,3,3,3,3,3,3,3,Khmer,One_Shift,Enough,Enough,Enough,HR
Elementary,Elementary,Farmer,Farmer,2,5,4,5,3,5,4,4,3,Far,< 2,> 4,5,1,5,5,5,5,5,1,1,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Not_enough,Enough,NR
Elementary,Illiteracy,Unemployment,Housewife,1,1,2,1,1,1,2,2,3,Moderate,< 2,> 4,4,2,5,5,5,4,4,2,3,3,Yes,No,Yes,5,1,5,5,5,4,4,4,2,Khmer,Irregular,Enough,Not_enough,Not_enough,NR
Graduate,Upper_Secondary,Government_Officer,Housewife,1,5,4,5,4,5,5,5,5,Far,< 2,> 4,5,1,5,5,5,5,5,1,1,1,Yes,Yes,Yes,5,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Not_enough,Enough,NR
Upper_Secondary,Elementary,Business,Others,3,5,5,5,5,3,3,4,5,Moderate,< 2,2 to 4,5,1,5,5,5,5,5,2,1,1,Yes,Yes,Yes,4,1,4,4,4,3,3,3,3,Khmer,One_Shift,Enough,Enough,Enough,NR
Undergraduate,Lower_Secondary,Government_Officer,Housewife,2,5,5,5,3,4,4,5,4,Moderate,2 to 4,> 4,4,2,4,4,4,4,3,3,3,2,No,Yes,Yes,4,2,4,5,5,5,4,4,2,Khmer,One_Shift,Not_enough,Enough,Not_enough,LR
Undergraduate,Undergraduate,Government_Officer,Government_Officer,2,4,4,4,5,3,3,5,4,Moderate,2 to 4,2 to 4,5,2,5,4,4,4,4,2,2,2,Yes,No,Yes,4,2,4,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,NR
Others,Elementary,Business,Housewife,1,1,5,5,5,4,4,4,4,Moderate,< 2,< 2,5,1,5,5,5,5,5,5,4,5,Yes,No,Yes,4,4,5,5,5,4,4,5,3,Khmer,Fullday,Enough,Enough,Enough,LR
Others,Others,Government_Officer,Government_Officer,3,4,5,4,4,5,3,4,4,Short,< 2,2 to 4,5,2,4,3,4,5,3,5,5,2,Yes,Yes,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,LR
Lower_Secondary,Elementary,Farmer,Housewife,3,5,5,5,5,5,5,5,5,Short,> 4,> 4,5,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Maybe,Maybe,Maybe,NR
Lower_Secondary,Elementary,Farmer,Housewife,3,5,5,5,5,5,5,5,5,Short,> 4,> 4,5,1,5,5,5,5,5,2,5,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Maybe,Maybe,Maybe,NR
Elementary,Elementary,Farmer,Others,2,4,3,5,3,5,3,3,4,Short,< 2,< 2,3,1,3,5,5,5,4,1,3,5,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Maybe,HR
Others,Others,Farmer,Others,2,2,2,2,3,1,1,2,3,Moderate,< 2,< 2,5,2,5,5,5,4,5,2,3,2,No,No,Yes,3,2,5,5,5,5,3,3,3,Khmer,Irregular,Not_enough,Not_enough,Not_enough,HR
Elementary,Upper_Secondary,Business,Business,2,3,4,4,2,5,3,3,3,Far,Never,< 2,1,1,4,2,4,5,3,5,2,2,Yes,No,No,4,2,4,5,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Maybe,HR
Elementary,Illiteracy,Farmer,Farmer,1,5,4,5,2,5,5,5,3,Far,2 to 4,> 4,5,1,5,5,5,5,5,1,1,5,Yes,No,No,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Enough,Not_enough,NR
Undergraduate,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Moderate,2 to 4,> 4,5,2,5,5,5,5,5,2,2,2,Yes,Yes,Yes,5,2,5,5,4,5,4,4,2,Khmer,Irregular,Not_enough,Enough,Enough,LR
Undergraduate,Lower_Secondary,Business,Business,3,3,5,4,2,3,3,3,4,Short,Never,> 4,5,2,5,4,5,5,4,3,2,1,Yes,No,Yes,4,2,5,5,5,4,4,5,3,Khmer,One_Shift,Enough,Enough,Enough,LR
Elementary,Elementary,Farmer,Farmer,2,3,4,3,3,2,3,3,3,Moderate,< 2,> 4,4,2,5,4,5,5,4,2,4,2,Yes,No,Yes,4,2,5,5,4,4,3,4,2,Khmer,Fullday,Enough,Enough,Enough,MR
Upper_Secondary,Upper_Secondary,Business,Business,3,3,5,4,5,4,5,5,5,Moderate,< 2,Never,4,4,5,2,3,4,4,5,5,2,Yes,Yes,Yes,5,1,5,5,5,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,MR
Lower_Secondary,Elementary,Farmer,Farmer,2,2,3,3,3,3,3,4,4,Moderate,< 2,Never,4,1,5,5,4,4,3,2,4,4,Yes,No,Yes,5,1,3,3,4,4,3,4,2,Khmer,Irregular,Maybe,Enough,Enough,HR
Undergraduate,Upper_Secondary,Farmer,Farmer,2,3,5,5,5,3,3,5,2,Far,< 2,2 to 4,2,4,3,5,5,5,5,4,4,4,No,No,Yes,3,2,3,4,4,4,3,3,2,English,Fullday,Maybe,Enough,Maybe,HR
Undergraduate,Upper_Secondary,Government_Officer,Housewife,2,3,4,5,4,5,5,4,5,Moderate,< 2,2 to 4,4,2,5,4,4,4,5,2,2,1,Yes,No,Yes,5,1,4,4,5,5,3,4,2,Khmer,Irregular,Not_enough,Enough,Enough,MR
Others,Lower_Secondary,Farmer,Housewife,2,3,3,3,3,2,3,3,3,Moderate,2 to 4,> 4,5,1,3,3,5,3,5,2,5,3,Yes,No,Yes,3,2,5,5,3,5,3,5,2,Khmer,Fullday,Enough,Enough,Enough,HR
Upper_Secondary,Elementary,Farmer,Housewife,2,1,3,3,4,1,1,3,1,Far,2 to 4,> 4,5,2,4,4,1,4,3,2,2,4,Yes,Yes,Yes,2,3,4,4,3,3,3,4,2,Khmer,Irregular,Enough,Enough,Enough,NR
Upper_Secondary,Elementary,Government_Officer,Housewife,2,3,2,4,3,3,3,3,4,Moderate,2 to 4,> 4,4,1,3,5,5,4,4,2,1,2,Yes,Yes,Yes,4,2,5,4,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,NR
Others,Lower_Secondary,Farmer,Others,2,4,5,5,4,5,5,5,4,Far,> 4,< 2,4,4,5,3,5,5,4,2,3,2,Yes,No,Yes,5,1,5,5,5,5,4,5,3,Khmer,Irregular,Enough,Enough,Enough,LR
Undergraduate,Upper_Secondary,Government_Officer,Business,2,5,5,5,5,4,5,5,5,Moderate,< 2,> 4,5,2,4,4,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Enough,NR
Others,Illiteracy,Government_Officer,Farmer,1,1,1,1,2,1,1,1,1,Moderate,< 2,Never,1,1,1,1,4,2,2,1,2,3,No,No,No,4,1,5,5,5,5,4,3,2,Khmer,Irregular,Not_enough,Enough,Enough,HR
Upper_Secondary,Upper_Secondary,Business,Housewife,2,4,3,5,4,3,5,4,3,Moderate,< 2,> 4,5,5,4,4,4,5,5,1,3,1,Yes,No,Yes,4,1,5,5,4,5,5,4,2,Khmer,One_Shift,Enough,Enough,Maybe,LR
Undergraduate,Upper_Secondary,Government_Officer,Housewife,3,5,4,5,5,4,4,4,4,Moderate,2 to 4,2 to 4,5,2,5,5,5,5,5,1,2,1,Yes,No,Yes,4,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,LR
Elementary,Elementary,Farmer,Farmer,2,5,5,5,4,2,4,5,5,Far,2 to 4,> 4,5,1,5,5,5,5,4,1,1,2,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Not_enough,NR
